,biology_accuracy,biology_ece_verbal_numerical_confidence,biology_ece_verbal_linguistic_confidence,biology_ece_logit_perplexity_confidence,biology_auroc_verbal_numerical_confidence,biology_auroc_verbal_linguistic_confidence,biology_auroc_logit_perplexity_confidence,biology_sample_size,business_accuracy,business_ece_verbal_numerical_confidence,business_ece_verbal_linguistic_confidence,business_ece_logit_perplexity_confidence,business_auroc_verbal_numerical_confidence,business_auroc_verbal_linguistic_confidence,business_auroc_logit_perplexity_confidence,business_sample_size,chemistry_accuracy,chemistry_ece_verbal_numerical_confidence,chemistry_ece_verbal_linguistic_confidence,chemistry_ece_logit_perplexity_confidence,chemistry_auroc_verbal_numerical_confidence,chemistry_auroc_verbal_linguistic_confidence,chemistry_auroc_logit_perplexity_confidence,chemistry_sample_size,computer science_accuracy,computer science_ece_verbal_numerical_confidence,computer science_ece_verbal_linguistic_confidence,computer science_ece_logit_perplexity_confidence,computer science_auroc_verbal_numerical_confidence,computer science_auroc_verbal_linguistic_confidence,computer science_auroc_logit_perplexity_confidence,computer science_sample_size,economics_accuracy,economics_ece_verbal_numerical_confidence,economics_ece_verbal_linguistic_confidence,economics_ece_logit_perplexity_confidence,economics_auroc_verbal_numerical_confidence,economics_auroc_verbal_linguistic_confidence,economics_auroc_logit_perplexity_confidence,economics_sample_size,engineering_accuracy,engineering_ece_verbal_numerical_confidence,engineering_ece_verbal_linguistic_confidence,engineering_ece_logit_perplexity_confidence,engineering_auroc_verbal_numerical_confidence,engineering_auroc_verbal_linguistic_confidence,engineering_auroc_logit_perplexity_confidence,engineering_sample_size,health_accuracy,health_ece_verbal_numerical_confidence,health_ece_verbal_linguistic_confidence,health_ece_logit_perplexity_confidence,health_auroc_verbal_numerical_confidence,health_auroc_verbal_linguistic_confidence,health_auroc_logit_perplexity_confidence,health_sample_size,history_accuracy,history_ece_verbal_numerical_confidence,history_ece_verbal_linguistic_confidence,history_ece_logit_perplexity_confidence,history_auroc_verbal_numerical_confidence,history_auroc_verbal_linguistic_confidence,history_auroc_logit_perplexity_confidence,history_sample_size,law_accuracy,law_ece_verbal_numerical_confidence,law_ece_verbal_linguistic_confidence,law_ece_logit_perplexity_confidence,law_auroc_verbal_numerical_confidence,law_auroc_verbal_linguistic_confidence,law_auroc_logit_perplexity_confidence,law_sample_size,math_accuracy,math_ece_verbal_numerical_confidence,math_ece_verbal_linguistic_confidence,math_ece_logit_perplexity_confidence,math_auroc_verbal_numerical_confidence,math_auroc_verbal_linguistic_confidence,math_auroc_logit_perplexity_confidence,math_sample_size,other_accuracy,other_ece_verbal_numerical_confidence,other_ece_verbal_linguistic_confidence,other_ece_logit_perplexity_confidence,other_auroc_verbal_numerical_confidence,other_auroc_verbal_linguistic_confidence,other_auroc_logit_perplexity_confidence,other_sample_size,philosophy_accuracy,philosophy_ece_verbal_numerical_confidence,philosophy_ece_verbal_linguistic_confidence,philosophy_ece_logit_perplexity_confidence,philosophy_auroc_verbal_numerical_confidence,philosophy_auroc_verbal_linguistic_confidence,philosophy_auroc_logit_perplexity_confidence,philosophy_sample_size,physics_accuracy,physics_ece_verbal_numerical_confidence,physics_ece_verbal_linguistic_confidence,physics_ece_logit_perplexity_confidence,physics_auroc_verbal_numerical_confidence,physics_auroc_verbal_linguistic_confidence,physics_auroc_logit_perplexity_confidence,physics_sample_size,psychology_accuracy,psychology_ece_verbal_numerical_confidence,psychology_ece_verbal_linguistic_confidence,psychology_ece_logit_perplexity_confidence,psychology_auroc_verbal_numerical_confidence,psychology_auroc_verbal_linguistic_confidence,psychology_auroc_logit_perplexity_confidence,psychology_sample_size
Gemma-2-27b-it,0.796373779637378,0.1495816707611084,0.10523010790348053,0.07520013302564621,0.6003946452990427,0.7450579372885828,0.48788474917832214,717.0,0.583969465648855,0.3628498315811157,0.24081850051879883,0.34039443731307983,0.6768736716569062,0.8084387679638623,0.6143857475032146,786.0,0.4685562444641275,0.4592115879058838,0.3203350305557251,0.44623512029647827,0.6279426591052298,0.7609829867674859,0.6311846250787649,1129.0,0.5390243902439025,0.4220731854438782,0.2813211679458618,0.34592288732528687,0.5216667863726687,0.7360003830592066,0.4969953793483206,410.0,0.6690391459074733,0.263523131608963,0.20402327179908752,0.20986758172512054,0.5151948448104934,0.6682458883042274,0.4891392765449045,843.0,0.42022940563086547,0.42924922704696655,0.3070124685764313,0.4772939085960388,0.6007707481657355,0.6899155613474481,0.5807656604245139,959.0,0.6320293398533008,0.27701711654663086,0.22233092784881592,0.22973529994487762,0.5826034430685593,0.6872256887101025,0.5892415353078392,818.0,0.5039370078740157,0.33307087421417236,0.3010498583316803,0.32958459854125977,0.5997161596119931,0.630869708994709,0.580191798941799,381.0,0.3887375113533152,0.48033607006073,0.462851881980896,0.4547676146030426,0.5611555873408229,0.5807498160003333,0.5250135395981169,1101.0,0.47767857142857145,0.4773661196231842,0.2706163227558136,0.43778783082962036,0.6531083863638382,0.8187954309449637,0.6512745071935103,1344.0,0.564935064935065,0.30616888403892517,0.24574315547943115,0.30396100878715515,0.6286050589962068,0.7213120222641581,0.5230838146432588,924.0,0.503006012024048,0.41072148084640503,0.34866398572921753,0.3496018052101135,0.5945572548515615,0.7024161418840766,0.5486280683716745,499.0,0.423374613003096,0.5104875564575195,0.34512704610824585,0.4834847152233124,0.6374501552090107,0.7747383531894532,0.5753702317706096,1292.0,0.6892230576441103,0.22587716579437256,0.19665828347206116,0.1660023331642151,0.6144758064516129,0.6452089442815249,0.5513269794721407,798.0
Gemma-2-9b-it,0.7513966480446927,0.2166200876235962,0.1497904658317566,0.1139259785413742,0.5821550895952551,0.6778121214652688,0.5810847500104424,716.0,0.4629156010230179,0.49782606959342957,0.34688830375671387,0.44087547063827515,0.5500756379900026,0.7044429097605893,0.6191660089450144,782.0,0.36315323294951285,0.5816563367843628,0.45186594128608704,0.5220652222633362,0.5392007870009159,0.688374775263747,0.6003968927032803,1129.0,0.4634146341463415,0.5079268217086792,0.358109712600708,0.4045202136039734,0.5332296650717703,0.6947009569377991,0.5458133971291866,410.0,0.5919335705812574,0.36150646209716797,0.2503361105918884,0.279760479927063,0.5158252551614858,0.6899525795777601,0.5194633452952416,843.0,0.4024896265560166,0.4601867198944092,0.3787378966808319,0.46463605761528015,0.5172246384593355,0.6239977090492554,0.5281267898052692,964.0,0.5562347188264058,0.36039113998413086,0.279462069272995,0.2906169593334198,0.5673720219174765,0.6731722822631914,0.5812187812187812,818.0,0.46981627296587924,0.4074803590774536,0.3560367226600647,0.355100154876709,0.5411527186238176,0.5985950550362299,0.5872006195032912,381.0,0.3442325158946412,0.5656221508979797,0.5220102071762085,0.48721665143966675,0.5067443118280356,0.5536274201682515,0.5390187035426366,1101.0,0.4220730797912006,0.5576658844947815,0.3787214159965515,0.47586455941200256,0.525777955089479,0.6993491394049925,0.6363068505642313,1341.0,0.48917748917748916,0.4169372022151947,0.3217838406562805,0.3697251081466675,0.594474182540873,0.7117331633418329,0.5778742312884355,924.0,0.43687374749499,0.5050098896026611,0.4006679952144623,0.41076919436454773,0.5988523947892521,0.6875428515459205,0.5998236964967841,499.0,0.3713405238828968,0.5848073363304138,0.4459090530872345,0.513937771320343,0.5329725510536165,0.6751319563094949,0.5412496948987063,1298.0,0.6591478696741855,0.26897239685058594,0.22266915440559387,0.1943214237689972,0.6123665007828226,0.6717456944755088,0.5950290762692909,798.0
Gemma-2b-it,0.218562874251497,0.6992214918136597,0.3588710427284241,0.6826247572898865,0.46932897706397947,0.7659423712801133,0.5543221539914973,668.0,0.13213213213213212,0.7840539813041687,0.4539240896701813,0.7654405832290649,0.4640708556149733,0.6642713903743316,0.5638958792072979,666.0,0.11722488038277512,0.8206338286399841,0.5073567628860474,0.7873953580856323,0.5235952104419003,0.6588131187434323,0.5459183673469388,836.0,0.1358695652173913,0.7850815057754517,0.4579392969608307,0.7630844116210938,0.5278930817610062,0.7101257861635221,0.500377358490566,368.0,0.16580976863753213,0.7311053276062012,0.3575321137905121,0.7294497489929199,0.4909998686112206,0.7682958875312048,0.5991686673594439,778.0,0.11336717428087986,0.823248565196991,0.5684164762496948,0.78224778175354,0.561424746496525,0.662584026432722,0.5763358778625954,591.0,0.1393548387096774,0.7721031308174133,0.4618591070175171,0.7292723059654236,0.49352407129768444,0.6950830140485313,0.4602976289632961,775.0,0.15258855585831063,0.7564032077789307,0.35958221554756165,0.7062869668006897,0.5383555351401009,0.7135679834634818,0.5033302710151584,367.0,0.13675213675213677,0.7861822247505188,0.6049902439117432,0.7628403902053833,0.5204131524263538,0.6005607505194963,0.526861019435277,1053.0,0.14382978723404255,0.7848424911499023,0.385573148727417,0.7570157647132874,0.5151987483383723,0.6982777888879739,0.544131659745668,1175.0,0.12817551963048499,0.7590762376785278,0.47081202268600464,0.7595692276954651,0.5390012529085377,0.7000417636179226,0.5490245212099516,866.0,0.16593886462882096,0.7393885850906372,0.5032351016998291,0.7161811590194702,0.4992594378616699,0.6508852300909342,0.4862220997519978,458.0,0.15030674846625766,0.7778833508491516,0.4609588086605072,0.752534031867981,0.5317214731861457,0.6649803122211579,0.5109653969891206,978.0,0.18252933507170796,0.6993480920791626,0.41517817974090576,0.7027806043624878,0.5188254727728412,0.7030473912052859,0.5463089542036911,767.0
Gemma-3-12b-it,0.767277856135402,0.21376587450504303,0.15084627270698547,,0.6692123440285205,0.8006907308377899,,709.0,0.6796246648793566,0.2757774293422699,0.21609924733638763,,0.6881524762116973,0.7924537644524771,,746.0,0.6075050709939148,0.32573020458221436,0.2668154537677765,,0.689089912990212,0.7669543985885175,,986.0,0.6303797468354431,0.34630364179611206,0.2773417830467224,,0.6367112284755461,0.7086015294052924,,395.0,0.6838323353293413,0.2958681881427765,0.22767464816570282,,0.6032611579897044,0.7419764634081621,,835.0,0.41245136186770426,0.4315822720527649,0.3420233130455017,,0.7041074874699765,0.754831521512766,,771.0,0.6039119804400978,0.3635696470737457,0.2731010317802429,,0.586144849302744,0.7257928475033738,,818.0,0.4881889763779528,0.46981626749038696,0.3598424792289734,,0.5726220016542597,0.6474221119382411,,381.0,0.35545454545454547,0.5831181406974792,0.508272647857666,,0.551838077476652,0.6110782449976372,,1100.0,0.7833876221498371,0.20052936673164368,0.1596091389656067,,0.6341229893861471,0.7451659293764558,,1228.0,0.5865800865800865,0.38088753819465637,0.29141414165496826,,0.6100490716949053,0.7122495701396805,,924.0,0.5220883534136547,0.4464859366416931,0.3501002788543701,,0.6284259857789269,0.7331771170006465,,498.0,0.6397188049209139,0.3077767789363861,0.24062570929527283,,0.6849487402841061,0.7813823371750201,,1138.0,0.656641604010025,0.31363406777381897,0.23327066004276276,,0.6382577868167381,0.7582778458795342,,798.0
Gemma-3-1b-it,0.2670807453416149,0.6893478035926819,0.21775361895561218,0.5950393080711365,0.5292668506109579,0.865312130469058,0.4852926685061096,644.0,0.148014440433213,0.8165522813796997,0.2931378483772278,0.7580918073654175,0.4766949152542372,0.7122907193054981,0.6169646548160397,554.0,0.1441717791411043,0.8270705342292786,0.25556620955467224,0.7555050849914551,0.5337451384122627,0.6947876153435523,0.54026538549531,652.0,0.17313432835820897,0.7933133840560913,0.27888062596321106,0.7031046748161316,0.5625855844640856,0.7430909996265406,0.45474915971617075,335.0,0.21675531914893617,0.7495346069335938,0.23722293972969055,0.6495053172111511,0.4720124574249794,0.812992802608143,0.47391336048413135,752.0,0.15053763440860216,0.8229389786720276,0.28385603427886963,0.7530129551887512,0.5230309423347398,0.6166742013261,0.5540988547317661,558.0,0.15532734274711169,0.7911937832832336,0.33777278661727905,0.6945857405662537,0.5089175814514305,0.7106935617573915,0.4994724810972394,779.0,0.13903743315508021,0.7641710638999939,0.29113414883613586,0.690285861492157,0.5089285714285714,0.6787505972288581,0.4475633062589584,374.0,0.13886300093196646,0.769198477268219,0.41046735644340515,0.6888043284416199,0.5269001133095093,0.654638426450507,0.5139748394781952,1073.0,0.21617852161785217,0.7637795805931091,0.25838181376457214,0.7078276872634888,0.5201871197336702,0.818074847893468,0.5926414877740787,717.0,0.18793503480278423,0.7809744477272034,0.32410091161727905,0.6729177236557007,0.5103835978835979,0.7665123456790124,0.5035097001763669,862.0,0.17488789237668162,0.8022420406341553,0.3539050817489624,0.6691274046897888,0.515764353400223,0.7680811036789297,0.5072115384615384,446.0,0.12287104622871046,0.8553527593612671,0.2830139398574829,0.7716046571731567,0.47894151412367303,0.6997294736408454,0.5200697600966754,822.0,0.2183288409703504,0.7466306686401367,0.2862870395183563,0.6281402707099915,0.47911345253299276,0.8244785014899956,0.5345679012345679,742.0
Gemma-3-27b-it,0.8258426966292135,0.11313198506832123,0.09939127415418625,,0.6598502304147467,0.7316696840026332,,712.0,0.7218628719275549,0.1842690408229828,0.18551096320152283,,0.7872801533716762,0.8036134033508378,,773.0,0.6691519105312209,0.19407272338867188,0.2144206464290619,,0.7719545686374514,0.7778041508101534,,1073.0,0.6683291770573566,0.2685784697532654,0.23316706717014313,,0.6908876669285154,0.7108910335540344,,401.0,0.7125890736342043,0.22488120198249817,0.20368170738220215,,0.654142561983471,0.7093904958677685,,842.0,0.49333333333333335,0.26205554604530334,0.291572242975235,,0.7309990911964596,0.728307254623044,,900.0,0.6617647058823529,0.25823521614074707,0.23979157209396362,,0.6580783682232958,0.6968431293612454,,816.0,0.5721784776902887,0.3249343931674957,0.3152230381965637,,0.5937412056058985,0.6051950244835931,,381.0,0.4359673024523161,0.4644777774810791,0.45319250226020813,,0.5895648819108965,0.6022493961352657,,1101.0,0.8394964594807238,0.1135956197977066,0.11155779659748077,,0.6973762794714886,0.7686545564805115,,1271.0,0.6424702058504875,0.28159254789352417,0.2649620771408081,,0.6705120343400276,0.6956615054422812,,923.0,0.591919191919192,0.3420201539993286,0.334141343832016,,0.613430541006319,0.6245395870645085,,495.0,0.7125407166123778,0.16787457466125488,0.17894944548606873,,0.7610683933630108,0.7739587211655201,,1228.0,0.7227101631116688,0.20619826018810272,0.19333747029304504,,0.6586184954751131,0.6909172322775263,,797.0
Gemma-3-4b-it,0.6220028208744711,0.34757402539253235,0.24829097092151642,,0.5791408603242292,0.7766397603817646,,709.0,0.48559670781893005,0.47270238399505615,0.31666210293769836,,0.666256120527307,0.7923540489642185,,729.0,0.368801652892562,0.5725618600845337,0.3632041811943054,,0.6593475360684372,0.7567701384972974,,968.0,0.4481012658227848,0.5212657451629639,0.3432700037956238,,0.5756751153268025,0.7605478671020578,,395.0,0.5035799522673031,0.4620286226272583,0.3215602934360504,,0.5142721244987241,0.7169898377688662,,838.0,0.29112271540469975,0.6059399247169495,0.3465820848941803,,0.6022471074994425,0.6925030349577583,,766.0,0.3704156479217604,0.5896943807601929,0.43842291831970215,,0.5389118523502835,0.7252202890191932,,818.0,0.3447368421052632,0.6082894206047058,0.4769737124443054,,0.5434869247984303,0.67200098102333,,380.0,0.24909090909090909,0.7061816453933716,0.5797196626663208,,0.49280456336932893,0.6339252575953058,,1100.0,0.630755864465682,0.35068634152412415,0.22217635810375214,,0.6499935180683843,0.8074234321827904,,1151.0,0.39978331527627303,0.5667821764945984,0.4255615472793579,,0.5587449737313257,0.7026479019302828,,923.0,0.3313253012048193,0.6356424689292908,0.501757025718689,,0.5727363727363727,0.6885521885521886,,498.0,0.4056261343012704,0.5369328260421753,0.3435949981212616,,0.646404358146763,0.7728862475878204,,1102.0,0.525062656641604,0.4345738887786865,0.3557623326778412,,0.5318669277901272,0.6773540468888735,,798.0
Gpt-4.1,0.8910614525139665,0.0887291207909584,0.07655022293329239,0.04372482746839523,0.7311208906036492,0.7077304879029017,0.5528494494011735,716.0,0.8170266836086404,0.15612444281578064,0.1442946344614029,0.09110099077224731,0.8182240366338345,0.827441895628132,0.809130378434422,787.0,0.8122775800711743,0.15935051441192627,0.14756664633750916,0.09428147226572037,0.7759742113650638,0.7958166141515653,0.745005009265844,1124.0,0.8166259168704156,0.16794615983963013,0.151279479265213,0.04649173468351364,0.6572654690618763,0.699880239520958,0.642874251497006,409.0,0.8424170616113744,0.13367284834384918,0.12563973665237427,0.04218481853604317,0.6901166418155092,0.6791662701056438,0.5675792857671605,844.0,0.6442105263157895,0.2930735945701599,0.2799578905105591,0.22464752197265625,0.7686143984220908,0.764323974165603,0.7363334880303206,950.0,0.7852760736196319,0.18350915610790253,0.17666253447532654,0.056769657880067825,0.7008794642857142,0.6942946428571428,0.6418660714285714,815.0,0.7335092348284961,0.2190500795841217,0.2131134271621704,0.07454598695039749,0.6210556307429305,0.5977811809957974,0.6342332074934112,379.0,0.6548592188919165,0.28629425168037415,0.28168022632598877,0.15640917420387268,0.607064384261625,0.6114825899700708,0.6099642309657639,1101.0,0.8712574850299402,0.11591311544179916,0.10536924004554749,0.04053559899330139,0.7456020738432031,0.7650668304962839,0.7777311595940223,1336.0,0.7965367965367965,0.1710064709186554,0.16141772270202637,0.05241590365767479,0.7492050185013874,0.7432896334412581,0.7069698196114709,924.0,0.7625754527162978,0.20323938131332397,0.19911465048789978,0.07584375143051147,0.6714033361656455,0.6400093913510129,0.6533473458253208,497.0,0.8065015479876161,0.16623838245868683,0.15595200657844543,0.09079257398843765,0.745426103646833,0.7777984644913628,0.7105873320537428,1292.0,0.8233082706766918,0.14507520198822021,0.13853372633457184,0.02570817619562149,0.7063484352904347,0.6870526895301013,0.6351565789047573,798.0
Gpt-4.1-mini,0.8770949720670391,0.06284904479980469,0.08107537031173706,0.011597707867622375,0.6936432397220613,0.6371960046323103,0.6352869861030689,716.0,0.8138639281129654,0.1184210330247879,0.14024394750595093,0.1025182455778122,0.8250135973022952,0.8052539976068749,0.8115522680300229,779.0,0.8079710144927537,0.12504523992538452,0.15596923232078552,0.11567576229572296,0.7940842076317794,0.7812764404771977,0.7497514595143413,1104.0,0.817283950617284,0.12888893485069275,0.145185187458992,0.07277347892522812,0.7019474156936393,0.6347881113742141,0.6142524699926513,405.0,0.8104265402843602,0.12417053431272507,0.14247635006904602,0.08131644129753113,0.6606725146198831,0.6869152046783626,0.6547605994152046,844.0,0.636766334440753,0.2519378662109375,0.26751935482025146,0.25326013565063477,0.814337221633086,0.8002439024390244,0.7602942735949099,903.0,0.784577723378213,0.1425335556268692,0.15097922086715698,0.09112939983606339,0.6806259750390017,0.682403205219118,0.6385397461353,817.0,0.65,0.2590789496898651,0.25894734263420105,0.19409871101379395,0.631061459316307,0.6008036285044596,0.663754528020456,380.0,0.5072727272727273,0.3962726891040802,0.4121363162994385,0.3284868597984314,0.5953391791982436,0.5961624938830034,0.5921434617571981,1100.0,0.8881226053639847,0.07714937627315521,0.09198473393917084,0.04142308980226517,0.8111681066578416,0.7589383857127662,0.7980752183625468,1305.0,0.7472885032537961,0.17651841044425964,0.17993491888046265,0.1287214607000351,0.7483352747341735,0.7132561340999272,0.705859085444477,922.0,0.6546184738955824,0.2685742974281311,0.28032127022743225,0.21916039288043976,0.707527821372521,0.6827115137680126,0.6482379797403338,498.0,0.8097102584181676,0.12685982882976532,0.1528974175453186,0.10667622089385986,0.738776655443322,0.738255287309661,0.7233505265420159,1277.0,0.7741530740276035,0.15407778322696686,0.1624634563922882,0.09499353170394897,0.7128173960021611,0.6832342877723753,0.6183999639834323,797.0
Gpt-4.1-nano,0.7921348314606742,0.10393252968788147,0.11516860127449036,0.044381286948919296,0.6633901188422464,0.7530788767490894,0.615290157178455,712.0,0.7029831387808041,0.19241242110729218,0.2112710177898407,0.17800019681453705,0.7823563060958121,0.8349957298699624,0.7880927826745515,771.0,0.6810912511759172,0.20018813014030457,0.22635625302791595,0.20553000271320343,0.7552966964911424,0.8396241790120439,0.7435217327531413,1063.0,0.6801007556675063,0.2161208838224411,0.21549123525619507,0.16462580859661102,0.6985126859142607,0.75806357538641,0.6644356955380578,397.0,0.7193816884661117,0.15903687477111816,0.17891395092010498,0.1253076046705246,0.6131496007844235,0.7331489004062193,0.6114581874212075,841.0,0.477803738317757,0.351752370595932,0.34386682510375977,0.3692871332168579,0.7234237486530688,0.7838264332168272,0.6855537869961656,856.0,0.6957055214723926,0.18674850463867188,0.19730056822299957,0.13820886611938477,0.6247404278318256,0.72465793366331,0.6344477157649201,815.0,0.5196850393700787,0.3371390998363495,0.32506564259529114,0.28100472688674927,0.5176491692885136,0.6425180769443064,0.6518601313683281,381.0,0.3321201091901729,0.5166515707969666,0.5111616253852844,0.4572029709815979,0.5491433690418425,0.6620842820350116,0.5499776044193946,1099.0,0.7688,0.1516079604625702,0.16463527083396912,0.12860175967216492,0.7484616298622038,0.7721681927346443,0.7572705767132709,1250.0,0.6047774158523345,0.27464717626571655,0.26764383912086487,0.2304328978061676,0.6778809162112573,0.7512552528261685,0.6655528044666285,921.0,0.48380566801619435,0.3770243227481842,0.36437249183654785,0.3397477865219116,0.5752071539913037,0.6985806875051275,0.6105094757568299,494.0,0.6701954397394136,0.2138436883687973,0.23713752627372742,0.2089744210243225,0.7449544724959872,0.7912605193285631,0.7141382776052683,1228.0,0.7055137844611529,0.17061401903629303,0.18448194861412048,0.1204240471124649,0.6156078757416575,0.7174558784626432,0.6448206794905711,798.0
Gpt-4o-2024-08-06,0.8744769874476988,0.07196642458438873,0.0688282698392868,0.04630264639854431,0.6536150983519404,0.6746765904660641,0.5620946305156831,717.0,0.7767857142857143,0.1779336929321289,0.1584821492433548,0.10624780505895615,0.7394557823129252,0.7924653999530847,0.7669247009148487,784.0,0.674933569530558,0.2609388828277588,0.2423309087753296,0.2126903235912323,0.7470910482238766,0.7561290022670871,0.7110035973023807,1129.0,0.7450980392156863,0.2131127119064331,0.19387254118919373,0.10935884714126587,0.681395495951417,0.7309906376518219,0.628700657894737,408.0,0.8137603795966786,0.12835100293159485,0.1240805983543396,0.03250890597701073,0.6581121984735661,0.6573786930604817,0.5887634398618411,843.0,0.5590386624869383,0.32716822624206543,0.30203762650489807,0.28893277049064636,0.7070270629401603,0.7153829118129069,0.6681047083314877,957.0,0.7799511002444988,0.14987769722938538,0.1448654681444168,0.056201204657554626,0.6786180773249739,0.6959334726576106,0.6614594218042493,818.0,0.7112860892388452,0.20013125240802765,0.20144358277320862,0.08813539147377014,0.6520462931902047,0.6520127474002012,0.6617913451861791,381.0,0.594913714804723,0.3028155565261841,0.30036330223083496,0.1965225338935852,0.5890528189504672,0.5906976346147264,0.5739362612535515,1101.0,0.7573253193087904,0.21785882115364075,0.18779109418392181,0.1362258642911911,0.7233709273182957,0.7857833923042902,0.7551108162563271,1331.0,0.7635574837310195,0.16990236937999725,0.15433840453624725,0.07798841595649719,0.7255232224770641,0.7369748227689741,0.6898847998331944,922.0,0.7183098591549296,0.20583496987819672,0.2004024088382721,0.10824897140264511,0.6114045618247299,0.6398159263705482,0.6085434173669467,497.0,0.7027237354085603,0.24268481135368347,0.23030342161655426,0.1801835298538208,0.7445397250584148,0.7444585529329228,0.6804311399465424,1285.0,0.7907268170426065,0.13784454762935638,0.1331453025341034,0.0334269255399704,0.68998927659736,0.6993176879205141,0.6464883228788065,798.0
Gpt-4o-mini-2024-07-18,0.7877094972067039,0.11955301463603973,0.11110324412584305,0.041945237666368484,0.7244074281448303,0.7524087812616648,0.5830300485255693,716.0,0.6632782719186785,0.22992362082004547,0.228335440158844,0.20715388655662537,0.7913070194462517,0.8062097881876671,0.7718969131786307,787.0,0.5616681455190772,0.31818994879722595,0.3007541298866272,0.3114207088947296,0.7382747791827363,0.788407173602983,0.755594783531925,1127.0,0.6527093596059114,0.24864530563354492,0.23605290055274963,0.18521937727928162,0.7382978723404255,0.7616619831393014,0.6733306570319817,406.0,0.7120853080568721,0.18364925682544708,0.17273686826229095,0.12690851092338562,0.6881089816013093,0.7053333607225268,0.6410440760597904,844.0,0.37060041407867494,0.48188403248786926,0.45240679383277893,0.45827412605285645,0.7049603976771538,0.714585324169362,0.6756284916201117,966.0,0.6731946144430845,0.2148103266954422,0.2054467797279358,0.14741919934749603,0.6414027919645897,0.6699523323118829,0.6415798433775962,817.0,0.5684210526315789,0.30907899141311646,0.2947368621826172,0.2266664057970047,0.612720189701897,0.6342169150858177,0.6221488256549232,380.0,0.3505903723887375,0.5172569751739502,0.5107629299163818,0.439751535654068,0.5632214935323744,0.5776332475814342,0.5799702887785789,1101.0,0.6936936936936937,0.21658408641815186,0.20789536833763123,0.19559818506240845,0.798633658008658,0.8126259973686445,0.7785231516849164,1332.0,0.6504329004329005,0.2371753454208374,0.22647903859615326,0.17154736816883087,0.7284170345605621,0.7467894067163604,0.6935499657433689,924.0,0.5230460921843687,0.35921838879585266,0.3468436002731323,0.28455057740211487,0.6741041244083841,0.6820325831482017,0.6304130847741396,499.0,0.580370942812983,0.30741891264915466,0.29005011916160583,0.29194921255111694,0.7717015740829294,0.778706353468549,0.7314740566905268,1294.0,0.7155388471177945,0.17606514692306519,0.17230570316314697,0.09473970532417297,0.6926020506569356,0.6979871467477261,0.6368763356658462,798.0
Grok-2-1212,0.8645251396648045,0.09407810866832733,0.0812290757894516,0.04975413531064987,0.5750295621471279,0.6362273703845578,0.47226154589211067,716.0,0.7608695652173914,0.19675195217132568,0.17359334230422974,0.1892506331205368,0.766521367905451,0.8253359097649756,0.7143396395991553,782.0,0.7426273458445041,0.20335111021995544,0.18805626034736633,0.2079453468322754,0.6789322603289211,0.7216038240406473,0.6671889624281321,1119.0,0.7677261613691931,0.20090466737747192,0.18911981582641602,0.15759453177452087,0.5514582634931278,0.6400435802883003,0.5775058665772712,409.0,0.7866507747318237,0.1630631387233734,0.15117990970611572,0.13234174251556396,0.5758379888268156,0.6361308616895209,0.5647367530049094,839.0,0.5794979079497908,0.3183053433895111,0.29452237486839294,0.3477111756801605,0.670694362124396,0.6929679221222408,0.6283653932503548,956.0,0.7619631901840491,0.17964410781860352,0.16696929931640625,0.15286453068256378,0.6202583129969952,0.647778773843319,0.5948088384215682,815.0,0.6771653543307087,0.23081356287002563,0.23044614493846893,0.20957863330841064,0.6066049032583349,0.6147192285876346,0.5722568853595513,381.0,0.5727272727272728,0.3399544954299927,0.32936352491378784,0.31750017404556274,0.579208037825059,0.5817274569402229,0.5313475177304965,1100.0,0.7677616501145913,0.20592820644378662,0.17173981666564941,0.18701723217964172,0.6985238282272846,0.8037002487562188,0.7030832678711704,1309.0,0.7313109425785482,0.20372694730758667,0.18054169416427612,0.18565869331359863,0.7157706093189965,0.7344504181600955,0.6477479091995221,923.0,0.6773547094188377,0.26809626817703247,0.25709420442581177,0.2345988005399704,0.617056856187291,0.6435462530780256,0.6020066889632106,499.0,0.7201870615744349,0.23190169036388397,0.21412315964698792,0.2253260612487793,0.6631485969926082,0.7064024647590107,0.6650297242219247,1283.0,0.8032581453634086,0.1343858242034912,0.13090217113494873,0.10098360478878021,0.6803263213331081,0.6831831235032841,0.583701819410356,798.0
